,N,average,min,max,std,5_percentile,95_percentile
15,17,1.8008840022408682e-10,1.2402877323888187e-11,2.0005420526251033e-08,1.4208306113021462e-09,1.2402877323888187e-11,7.252495579087611e-10
16,18,7.474045294310992e-11,2.831163463799543e-12,5.126269917615689e-09,5.10771374667616e-10,2.831163463799543e-12,1.7512201294539512e-10
17,19,1.971224642057657e-11,6.462602466699755e-13,1.3053040413181339e-09,1.3002958162503137e-10,6.462602466699755e-13,4.215942137213176e-11
18,20,1.1504238746345493e-11,1.4751967230653304e-13,3.3049323328513915e-10,5.620765688279896e-11,1.4751967230653304e-13,1.0122331159575383e-11
19,21,1.724244773973445e-12,3.367382386517127e-14,8.325232908477071e-11,1.0103442570783088e-11,3.367382386517127e-14,2.4244366411337687e-12
20,22,3.0211504835560205e-13,7.686611527623094e-15,2.0874750222934623e-11,2.0776632713461224e-12,7.686611527623094e-15,5.794052829536831e-13
21,23,1.0719788449905607e-13,1.7545971913720978e-15,5.212156021253332e-12,6.32320276896129e-13,1.7545971913720978e-15,1.38190926925145e-13
22,24,5.2260368360999146e-14,4.005160522172041e-16,1.2964080257904587e-12,2.3729521765134135e-13,4.005160522172041e-16,3.2898463391934645e-14
23,25,7.906819711084385e-15,9.142446418611378e-17,3.2131557950210437e-13,4.4870555310056096e-14,9.142446418611378e-17,7.818714164963372e-15
24,26,1.1171387172355262e-15,2.0869157691550233e-17,7.93795986259214e-14,7.895031622488701e-15,2.0869157691550233e-17,1.855307126550202e-15
25,27,3.385618897516896e-15,4.763733062391199e-18,5.580042377708393e-13,3.9433275425140214e-14,4.763733062391199e-18,4.3961019804968506e-16
26,28,9.266250232604803e-17,1.0874014670418308e-18,4.802221852916878e-15,5.825724309349235e-16,1.0874014670418308e-18,1.0402468613682414e-16
27,29,4.149716779267789e-17,2.4821750821008185e-19,1.1764664927404843e-15,1.9987073333064797e-16,2.4821750821008185e-19,2.4584552314330798e-17
28,30,4.858539935995869e-17,5.665978320742134e-20,9.176977698164376e-15,6.474136803943969e-16,5.665978320742134e-20,5.803391533287237e-18
29,31,1.3626615447039098e-17,1.2933539846814041e-20,2.3166874971283036e-15,1.636239278743774e-16,1.2933539846814041e-20,1.3684470840256402e-18
30,32,6.4173805456660004e-18,2.952296029032751e-21,5.829288230836066e-16,5.801407102988558e-17,2.952296029032751e-21,3.22352098198034e-19
31,33,7.9616990483333635e-19,6.739107735605425e-22,1.4622889113480367e-16,1.0317652544457875e-17,6.739107735605425e-22,7.586062420414342e-20
32,34,4.491502454908252e-20,1.538313659114198e-22,1.0042461118547328e-18,1.9597393740402636e-19,1.538313659114198e-22,1.783653122598159e-20
33,35,1.4603211417411202e-20,3.511457312538009e-23,2.4300095816417116e-19,5.513219927053009e-20,3.511457312538009e-23,2.4300095816417116e-19
34,36,1.3016985973874344e-20,8.015486558753425e-24,2.2702813852369904e-18,1.6027409304470215e-19,8.015486558753425e-24,9.835826029573133e-22
35,37,3.304847945567031e-21,1.829668398478115e-24,5.635324235064481e-19,3.9786308167261084e-20,1.829668398478115e-24,2.3070494032866463e-22
36,38,1.5639604882956145e-21,4.176523064259376e-25,1.3956259514621493e-19,1.388723438503384e-20,4.176523064259376e-25,3.410057117765271e-21
37,39,3.9888220095719864e-23,9.533609981349401e-26,8.201332832685414e-22,1.6945108437596488e-22,9.533609981349401e-26,1.2665668157698795e-23
38,40,1.3938518873438166e-21,2.1762053717426893e-26,2.683406179351724e-19,1.893288386540659e-20,2.1762053717426893e-26,1.9698360910033377e-22
39,41,1.4404124476674982e-23,4.967551461897978e-27,2.0935742618576163e-21,1.4794093048350955e-22,4.967551461897978e-27,4.725276809317991e-23
40,42,3.1282302593634688e-24,1.1339264137025782e-27,5.143597544031418e-22,3.6315552468843986e-23,1.1339264137025782e-27,7.20111942213427e-25
41,43,1.742868498225389e-25,2.588376027011751e-28,2.7094458786619403e-24,6.40724413778962e-25,2.588376027011751e-28,2.7094458786619403e-24
42,44,5.173204898620608e-25,5.908399677658823e-29,3.088642981602006e-23,3.751737558757054e-24,5.908399677658823e-29,6.477153466601264e-25
